id,title,wage,vessel_type,vessel_name,start_date,contract_duration,trading_region,info_text
468229,3rd Officer,$ 2 000 - $ 2 300 per month,Power Station Vessel,Black Sea,25/11/2024,4 months,Liberia,"
Information about vacancy 3rd Officer (for Power Station Vessel):
ПОСАДКА В УКРАИНЕ• Duration - 4(+-1) months• Верификация на руках• Обновленные данные в РЕЗЕРВ+  (бронь на период работы)• Type of vessel - Power Station 3310 dwt• Location – Ukraine• Тема письма для Application Form - ""Power Station Vessel"" !!Наши контакты:Apply via Maritime ZoneOffice - +380 (48) 737 55 33 WhatsApp / Viber / Telegram - +380 (63) 73 755 33
"
473035,4th Engineer,Salary Negotiable,Bulk Carrier,,22/11/2024,6 months,,"
Information about vacancy 4th Engineer (for Bulk Carrier):
 МОЖНО СТАРТ Bulk Carrier56 000 DWT 2007 Apply via Maritime Zone   Good English 4E -     ДОГОВОРНАЯ   Embarkation:  ASAP/ANTWERP  Тел.: +380634255373 Тел.: +380636357053Тел.: +380636389279Тел.: +380930978624
"
457090,Chief Engineer,Salary Negotiable,Heavy lift vessel,,05/01/2025,4 months,,"
Information about vacancy Chief Engineer (for Heavy lift vessel):
Rank: CHIEF ENGINEERContract: 4+/-1 monthsEmbarkation: Apply via Maritime ZoneType: HEAVY LIFTDwt: 32279Engine Model: SULZER WARTSILA 7RT-flex50Follow the link to apply:
"
470249,Chief Engineer,$ 9 500 per month,Bulk Carrier,,26/11/2024,4 months,Liberia,"
Information about vacancy Chief Engineer (for Bulk Carrier):
DRY DOCKONLY UKRAINIAN CITIZENS.Українські моряки, які перебувають за кордоном, і тим морякам, які на офіційній основі можуть перетнути кордон.Please send your CV to Apply via Maritime ZoneEpsilon Odessa+38 (048) 728-00-54, (048) 728-00-62+380500105168 (TELEGRAM,VIBER)Address: French Boulevard 54/23Ukraine, Odess
"
459124,Electrician,$ 2 800 per month,General cargo,,20/11/2024,6 months,Malta,
473936,Master,$ 14 700 per month,Chemical tanker,,30/11/2024,3 months,,"
Information about vacancy Master (for Chemical tanker):
Greetings to the esteemed sailors who are considering this position! My name is Serhii I from Dese Crew Management and I want to propose to you this vacancy:• Rank: MASTER• Vessel type: Chemical Tanker • DWT: 50 000 • Salary: 14 700 USD • Contract duration: 3+-1 months • Joining date: ASAP- USA VISA: BETTER TO HAVE ____________________________________________________________REQUIREMENTS: - Good English, experience on vessels of the same type and similar DWT. - Company doesn't consider candidates without CES test. - THE CANDIDATES WHO WORKED ON DIFFERENT TYPES OF VESSELS – NOT SUITABLE!! - Master - MIN 24 MONTHS EXPERIENCE IN RANK - AGE LIMIT: 55 years old ______________________________________________________________I will answer all your questions via WhatsApp or TelegramPlease send your CV`s to my WhatsApp or my Email:Tel: +380995517593Email: Apply via Maritime Zone
"
463520,OS,$ 1 210 per month,Bulk Carrier,Worldwide,12/12/2024,6 months,Liberia,
473873,Chief Officer,Salary Negotiable,Chemical tanker,,05/12/2024,4 months,,"
Information about vacancy Chief Officer (for Chemical tanker):
Requirements:•	Nationality: Turkish, Ukrainian, Russian, Georgian, and Europe•	Experience: Minimum of 12 months.•	English Proficiency: A good command of English is mandatory.•	Company Stability: Candidates should not have worked with more than two companies during their last five completed contracts.•	Candidates need to have experience on vessels with DWT more than 40•	Age Limit: Maximum age of 50 years.•	Salary: Per experience•	 Contact: I am ready to answer all your questions via WhatsApp.•	Send your CV via WhatsApp at: +380961576853•	 Email for CV submission: Apply via Maritime Zone•	Join our team – we are waiting for you!
"
472761,AB Seaman,$ 1 900 per month,General cargo,,25/11/2024,6 months,,"
Information about vacancy AB Seaman (for General cargo):
Salary in time;Free of charge employment service;Join Us
"
467133,ETO,$ 7 000 per month,Oil Products Tanker,,10/12/2024,5 months,,"
Information about vacancy ETO (for Oil Products Tanker):
ETOOil TankerJoining within DecemberWage:  Apply via Maritime Zone usdContract 5 +/- monthsGood EnglishExperience in rank
"
455412,Oiler,$ 70 - $ 75 per day,Platform Supply vessel,Mediterranean Region,01/12/2024,5 months,Italy,"
Information about vacancy Oiler (for Platform Supply vessel):
GOOD ENGLISH. COP (III/5) IS OBLIGATORY, OFFSHORE EXPERIENCE IS PREFERABLE.
"
472448,2nd Engineer,$ 11 700 - $ 12 300 per month,Oil Products Tanker,Worldwide,15/12/2024,3 months,Denmark,"
Information about vacancy 2nd Engineer (for Oil Products Tanker):
Min 12 months in rank
"
469654,3rd Officer,$ 2 000 - $ 2 200 per month,General cargo,,23/11/2024,6 months,,"
Information about vacancy 3rd Officer (for General cargo):
3rd OffGeneral Cargo ShipJoining  mid/end of november Salary 2000-2200 USDContract 6+1 monthsGood EnglishExperience in rankApply via Maritime Zone
"
445691,2nd Cook,$ 2 000 per month,RO-RO,,25/11/2024,2 months,Panama,
463609,ETO,$ 6 500 per month,Container Ship,,20/11/2024,5 months,Liberia,
473259,Motorman-welder,$ 1 300 - $ 1 600 per month,Power Station Vessel,Black Sea,23/11/2024,6 months,Liberia,"
Information about vacancy Motorman-welder (for Power Station Vessel):
POWER STATION VESSEL(ПЛАВУЧАЯ ЭЛЕКТРОСТАНЦИЯ) РАБОТА В ПОРТАХ УКРАИНЫ • Duration - 6(+-1) months• Верификация на руках• Обновленные данные в РЕЗЕРВ+ •‼️ Бронь на период работы‼️• Type of vessel - Power Station 3310 dwt• Location – Ukraine• Тема письма для Application Form - ""Power Station Vessel"" !!Наши контакты:Apply via Maritime ZoneOffice - +380 (48) 737 55 33 WhatsApp / Viber / Telegram - +380 (63) 73 755 33 /  +380 (95) 737 55 33
"
471634,ETO,Salary Negotiable,Container Ship,,19/11/2024,5 months,Liberia,
473609,OS,$ 1 210 per month,Bulk Carrier,,27/01/2025,6 months,,
470926,2nd Officer,$ 2 600 per month,LPG / LNG,Black Sea,19/11/2024,3 months,Comoros,"
Information about vacancy 2nd Officer (for LPG / LNG):
ПОСАДКА В ИЗМАИЛЕ
"
468803,Chief Engineer,$ 8 800 per month,Bulk Carrier,,25/11/2024,4 months,,"
Information about vacancy Chief Engineer (for Bulk Carrier):
Chief EngineerBulk CarrierJoining: End of November / week 48Contract: 4 months +/-1mSalary: Apply via Maritime Zone EuroGood EnglishExperience in rank
"
469711,Chief Engineer,$ 7 800 - $ 8 300 per month,Container Ship,,12/12/2024,4 months,,"
Information about vacancy Chief Engineer (for Container Ship):
Germany Management;Re-joining Bonus;Loyalty Bonus;Modern Fleet;Fast-track promotion
"
470377,2nd Officer,$ 3 800 per month,Bunkering Vessel,Mediterranean Region,05/12/2024,2 months,Portugal,"
Information about vacancy 2nd Officer (for Bunkering Vessel):
Looking for a 2nd Officer to join a Bunkering tanker. Experiense on the similar vessels, good English level and Schengen visa or Ukrainian biometrical passport are required. Salary EUR 3800.
"
469156,Motorman,$ 1 826 per month,Chemical tanker,Black Sea,26/11/2024,3 months,Liberia,
473808,Master,$ 7 000 per month,General cargo,,09/12/2024,3 months,,"
Information about vacancy Master (for General cargo):
MasterGeneral cargo vessel / DWT 2590Joining: Middle of December / week 50Contract: 3 months +/-1mSalary: Apply via Maritime Zone EURGood EnglishExperience in rank
"
470727,OS,$ 1 250 per month,Chemical tanker,,13/01/2025,6 months,Liberia,
469506,Fitter / Welder,Salary Negotiable,Asphalt/Bitumen Tanker,,20/11/2024,3 months,Gibraltar,
469855,Chief Engineer,$ 6 120 per month,General cargo,,03/12/2024,3 months,,"
Information about vacancy Chief Engineer (for General cargo):
Our respective client is seeking for a Single Engineer to join General Cargo vessels in strong and stable Company.Requirements:Valid STCW documents;Valid Medical certificate;Good English;Conditions:Salary: 6120 EURDuration: 3+-1 monthJoining: 03/DEC 2024Vessel info:Build: 1997, Flag: BarbadosGT: 2316; DWT: 3171;ME: MAK 8M20 4 stroke 8 cylinderPlease apply online to Apply via Maritime Zone or send your CV to 
"
460377,Electrician,$ 5 000 per month,Bulk Carrier,Indian Ocean,10/12/2024,6 months,Marshall Islands,"
Information about vacancy Electrician (for Bulk Carrier):
• Duration - 6(+-1) months• Type of vessel - Bulk Carrier 171908 dwt• Location – Indian OceanНаши контакты:Apply via Maritime ZoneOffice - +380 (48) 737 55 33 WhatsApp / Viber / Telegram - +380 (63) 73 755 33
"
471589,3rd Engineer,$ 3 200 per month,Container Ship,,24/11/2024,4 months,Marshall Islands,
468252,3rd Officer,$ 2 000 - $ 2 300 per month,Power Station Vessel,Black Sea,25/11/2024,4 months,Liberia,"
Information about vacancy 3rd Officer (for Power Station Vessel):
ПОСАДКА В УКРАИНЕ• Duration - 4(+-1) months• Верификация на руках• Обновленные данные в РЕЗЕРВ+• Type of vessel - Power Station 3310 dwt• Location – Ukraine• Тема письма для Application Form - ""Power Station Vessel"" !!Наши контакты:Apply via Maritime ZoneOffice - +380 (48) 737 55 33 WhatsApp / Viber / Telegram - +380 (63) 73 755 33
"
460398,Oiler,$ 1 500 per month,General cargo,,02/12/2024,6 months,,"
Information about vacancy Oiler (for General cargo):
Oiler on General Cargo ShipDuration: 6 month +/- 1Embarkation: Beginning of DecemberSalary: 1500 USDDWT: 6000Engine: Yanmar 2500 kWEnglish: GoodCrew: MixedSailing area: WWYou are welcome to send your CV on Apply via Maritime Zone More vacancies on Telegram @tridentmaritime_vacanciesAnd contact us on LinkedIn [Apply on Telegram, WhatsApp, Viber +380687373735, +380957373735, +380667373735, +380977373735]
"
473737,Chief Officer,Salary Negotiable,Container Ship,Worldwide,25/11/2024,5 months,Panama,
470818,Master,$ 300 - $ 340 per day,Platform Supply vessel,,25/11/2024,3 months,,"
Information about vacancy Master (for Platform Supply vessel):
VSL’s type – PSV NON DP; Wages – 300 - 340 USD per day; Contract Duration: 90 days; Area of sailing – KSA; Join date – ASAP; Comments: The candidate must hold Master’s Unlimited License. Minimum obligatory experience – 24 months on AHTS/PSV vessel actual on board in Rank (Experience in ASD propulsion systems is a must); ARAMCO approved candidates are preferable. Please apply with: 1. Updated CV with details of sea service; 2. COC and Endorsement and all valid STCW certificates; 3. Passport copy; 4. Seaman’s book copies of all pages with details of sea service evidence of each vessel as detailed on CV; 5. References from previous employers; 6. Medical Apply via Maritime Zone Test (minimum score 80% in all sections); Candidates must be fully vaccinated against Covid-19. Apply via Navis Telegram Channel (NTC)  or get hired faster please fill in application form online on our website: 
"
472576,3rd Engineer,$ 3 100 - $ 3 500 per month,Bulk Carrier,,10/12/2024,6 months,Marshall Islands,"
Information about vacancy 3rd Engineer (for Bulk Carrier):
MAKITA-MITSUI-MAN B&W 6S42MC 4970 Kw*122 rpm, YANMAR Co. Ltd. 6 EY18AL, Cargo Cranes, USCG-AMSA experience,
"
464508,Cook,$ 2 200 per month,Bulk Carrier,,28/11/2024,6 months,Liberia,"
Information about vacancy Cook (for Bulk Carrier):
Our respective client is seeking for  Cook on bulk carrier vessel vessels in strong and stable Company. Requirements:Certificate of Competence.Valid STCW certificatesValid Medical certificateGood EnglishConditions:Salary: 2200 USDContract duration: 6 months +/- 1 monthJoining: 28-Nov-2024
"
466535,2nd Engineer,$ 7 500 per month,Bulk Carrier,,21/11/2024,4 months,,"
Information about vacancy 2nd Engineer (for Bulk Carrier):
1000$ GPB+200$ RJB
"
472433,2nd Officer,$ 5 450 per month,Crude Oil Tanker,,20/11/2024,4 months,,"
Information about vacancy 2nd Officer (for Crude Oil Tanker):
Crude Oil tanker experience above 1 year in rank, good English knowledge, USA visa
"
472599,Junior officer,$ 2 050 per month,Crude Oil Tanker,,26/11/2024,6 months,Greece,
473222,2nd Engineer,$ 2 100 per month,Container Ship,,11/12/2024,6 months,,"
Information about vacancy 2nd Engineer (for Container Ship):
Attractive Salary Package ;Time to Start;Promotion Prospects
"
473672,4th Engineer,$ 3 000 - $ 3 500 per month,Chemical tanker,,25/11/2024,6 months,,"
Information about vacancy 4th Engineer (for Chemical tanker):
 МОЖНО СТАРТ CHEMICAL OIL  TANKER  52 000dwt 2006   y. Apply via Maritime Zone GOOD  ENGLISH 4E - 3000-3500 USDEMBARKATION: ASAP ️Сайт ️Эл. Почта ️Instagram:  Тел.: +380634255373 Тел.: +380636357053Тел.: +380636389279Тел.: +380930978624
"
446212,Chief Cook,$ 2 600 - $ 2 800 per month,LPG / LNG,,22/12/2024,4 months,Worldwide,"
Information about vacancy Chief Cook (for LPG / LNG):
Looking for CHCook with experience on large vessels with 25 mixed crew - readiness to cook European cuisine; LNG/LPG exp or valid gas certs are required. We can consider higher wages.
"
468710,ROV pilot,$ 550 - $ 600 per day,ROV Support vessel,,05/12/2024,6 weeks,Indonesia,"
Information about vacancy ROV pilot (for ROV Support vessel):
Position: ROV TechnicianVessel: OSV DP2 Salary: 550 - 600 USD p/dJoining: ASAPDuration: TBCRequirements:- Extensive experience in rank (3-5 years)- Good English- all valid documentsTo apply for this position follow this link:  Apply via Maritime Zone
"
469802,Chief Engineer,$ 13 700 - $ 14 500 per month,Crude Oil Tanker,,24/11/2024,4 months,,"
Information about vacancy Chief Engineer (for Crude Oil Tanker):
Experience on Suezmax and with ME engine are required
"
464699,2nd Officer,$ 3 700 - $ 4 000 per month,Container Ship,,20/11/2024,6 months,,"
Information about vacancy 2nd Officer (for Container Ship):
2 OffContainer Vessels 1000 – 25000 TEUsSalary: 3700-4000 USD Good EnglishExperience in rankApply via Maritime Zone
"
